Source,Target,Type
1011817655957893120,20664366,Directed
1011817655957893120,770943875968098304,Directed
2283771,4089850702,Directed
826501,2912107471,Directed
977295606367494144,1132243872,Directed
39387668,235261861,Directed
1069159473598615552,894518852,Directed
47332433,791719318320979968,Directed
1265287416,3030511365,Directed
22647853,884839252382461952,Directed
3732897196,18068926,Directed
1011817655957893120,322886464,Directed
15508129,1211077586601725952,Directed
828330692564103168,2369530147,Directed
116995067,2344530218,Directed
1190726565073522688,487119609,Directed
3867945679,3158451439,Directed
750418773669183488,1241814552,Directed
1634091332,503776268,Directed
1559146597,13074042,Directed
971620109197312000,16403618,Directed
2835660901,295844886,Directed
848653989226975232,844152803991994368,Directed
178179388,46245868,Directed
1075011651366199296,1568606814,Directed
257757365,2510885280,Directed
178179388,1241814552,Directed
1075011651366199296,381070776,Directed
885868202554773504,2369530147,Directed
877122703,3065972386,Directed
64496701,13074042,Directed
705566720132403200,705566720132403200,Directed
3867945679,1140341359,Directed
1011817655957893120,705566720132403200,Directed
1144146043820486656,758273142489952256,Directed
169974815,169974815,Directed
885513434569355264,4263007693,Directed
3341906019,2445765961,Directed
1011817655957893120,1374177660,Directed
1121783892803899392,2369530147,Directed
831398755920445440,960947423320326144,Directed
2279320206,71684691,Directed
3263578639,176926525,Directed
3116196557,308613286,Directed
18362117,722471022704922624,Directed
1110127915,207166307,Directed
2534137042,108920155,Directed
1109448703658459136,1203106665551269888,Directed
162285784,534563976,Directed
190267152,2773444862,Directed
1213156521216884736,2369530147,Directed
37321213,2912107471,Directed
1011817655957893120,1269440827,Directed
159474803,61005910,Directed
1018508367994634240,1212465001,Directed
812555214024740864,1014914504314925056,Directed
1093883972378152960,1134925528740159488,Directed
737142202481016832,2768557727,Directed
1075011651366199296,31017151,Directed
971620109197312000,974140999118319616,Directed
261982279,894518852,Directed
3229475660,13074042,Directed
19539923,844152803991994368,Directed
2782755278,894489891555422208,Directed
955709459065659392,827801822,Directed
382393,1068951084,Directed
282980773,2499047479,Directed
726554047411458048,2912107471,Directed
1121783892803899392,2768557727,Directed
2773863188,6245822,Directed
40572389,735111228322906112,Directed
257757365,822533787808579584,Directed
2294271366,370597426,Directed
3324037438,916395713705140224,Directed
3867945679,396698077,Directed
3158451439,3062012287,Directed
1014914504314925056,71684691,Directed
3651992175,1014914504314925056,Directed
1004225337163747328,1190726565073522688,Directed
744528713417560064,207166307,Directed
148439712,827801822,Directed
997039334376263680,1134925528740159488,Directed
1011817655957893120,1568606814,Directed
1068913287423766528,973892651522166784,Directed
3230388598,5685812,Directed
2840786109,802693359382843392,Directed
2958560992,2958560992,Directed
1360743618,169974815,Directed
31017151,235261861,Directed
930871517860319232,15754281,Directed
2153958106,144592995,Directed
75908507,317271050,Directed
3307397045,487119609,Directed
2732676081,897457670,Directed
1132243872,862314906544218112,Directed
1049033272754409472,3230388598,Directed
1204128767251230720,487119609,Directed
64764949,482401730,Directed
1673837552,1134925528740159488,Directed
1136353565386059776,2768557727,Directed
885513434569355264,1260514195,Directed
885868202554773504,2920033789,Directed
13074042,235261861,Directed
3433899562,14792079,Directed
1011817655957893120,15934026,Directed
23247501,42856346,Directed
963205257374220288,308613286,Directed
1011817655957893120,2960221,Directed
1121783892803899392,3062012287,Directed
1127829883013361664,2369530147,Directed
162285784,69133574,Directed
2765966138,758273142489952256,Directed
896863576891293696,796673420331249664,Directed
895814938995957760,235896559,Directed
64854709,210967943,Directed
978091613036560384,1014914504314925056,Directed
4193801125,3230388598,Directed
1199702907496497152,831683720,Directed
611597719,611597719,Directed
710123736175783936,2920033789,Directed
1011817655957893120,234639036,Directed
1011817655957893120,543981616,Directed
296624994,5685812,Directed
1011817655957893120,1211339936,Directed
17927372,13074042,Directed
1121783892803899392,3065972386,Directed
836510570,2344530218,Directed
755517198102388736,25213966,Directed
385026115,1327266882,Directed
1432123832,169974815,Directed
2469549048,1132243872,Directed
737142202481016832,4263007693,Directed
3693824417,295344317,Directed
1049558567252979712,55129680,Directed
1185419235968700416,3017241909,Directed
710123736175783936,3062012287,Directed
1270312236,712578432656359424,Directed
2349907753,4375683675,Directed
543981616,814826774,Directed
1011817655957893120,1601473975,Directed
59057485,827801822,Directed
148439712,1014914504314925056,Directed
710123736175783936,2369530147,Directed
1329937658,4338452835,Directed
1011817655957893120,2920033789,Directed
226088003,169974815,Directed
789800603828363264,2344530218,Directed
905574887439212544,4263007693,Directed
1067369677,59773247,Directed
1208362333891944448,534563976,Directed
836510570,973892651522166784,Directed
767675409336897536,844152803991994368,Directed
1064108650271309824,750554018,Directed
2905624932,2231753876,Directed
1042518909222617088,815555071517872128,Directed
251586332,25213966,Directed
985425300292022272,18068926,Directed
4634386828,16569802,Directed
313525664,267113991,Directed
14883641,32484559,Directed
352837463,960947423320326144,Directed
796066121518645248,974140999118319616,Directed
1011817655957893120,2397601188,Directed
1963265239,1858383722,Directed
993830859865251840,1183885034220150784,Directed
3230388598,3347998991,Directed
136476512,13074042,Directed
92026573,4263007693,Directed
1011817655957893120,1009528981589250048,Directed
709564705304498176,2920033789,Directed
985425300292022272,16047639,Directed
3509153594,48707597,Directed
416191847,2912107471,Directed
1174982905728249856,71684691,Directed
1144146043820486656,923513734831755264,Directed
1127320376651014144,350283265,Directed
343573021,308613286,Directed
127774379,844152803991994368,Directed
2587693555,207166307,Directed
1394022188,870497361989992448,Directed
806144843156221952,1134925528740159488,Directed
707254393,235261861,Directed
1011817655957893120,1067369677,Directed
3001243744,1134925528740159488,Directed
169136907,295344317,Directed
3091524395,53560219,Directed
3867945679,44672556,Directed
884114729626550272,503776268,Directed
457994194,943994571519877120,Directed
2704581690,1004225337163747328,Directed
1158952764052918272,16347506,Directed
101463274,13074042,Directed
43553549,15844782,Directed
1041367248139702272,2344530218,Directed
930871517860319232,1014914504314925056,Directed
1134823421500637184,2960221,Directed
1939434198,220139885,Directed
707254393,722471022704922624,Directed
1043649713889845248,75958753,Directed
1190726565073522688,2369530147,Directed
179262670,226310002,Directed
1156425368133414912,2933519596,Directed
1011817655957893120,611597719,Directed
1199955247315275776,788898706586275840,Directed
1559146597,1212465001,Directed
1066962987276103680,487119609,Directed
2465252725,119411882,Directed
3197518417,827801822,Directed
1011817655957893120,11670602,Directed
923513734831755264,2330223926,Directed
1075011651366199296,758273142489952256,Directed
801484971311595520,4338452835,Directed
3651992175,2920033789,Directed
241445758,71684691,Directed
3001893383,2397601188,Directed
369165118,49554600,Directed
1075011651366199296,161366031,Directed
1121783892803899392,827801822,Directed
456141525,2397601188,Directed
32463745,13074042,Directed
1386338574,131947036,Directed
1066962987276103680,2768557727,Directed
901703457362477056,3579405317,Directed
1064108650271309824,207166307,Directed
1004225337163747328,924173288409939968,Directed
3389750943,2240955592,Directed
1075011651366199296,503776268,Directed
952705014077693952,1241814552,Directed
317246674,960947423320326144,Directed
737142202481016832,1014914504314925056,Directed
1011817655957893120,990643968252743680,Directed
930871517860319232,4263007693,Directed
22753886,862642152,Directed
241965996,1579555238,Directed
1011817655957893120,1679260675,Directed
428345347,2476114508,Directed
211316225,2920033789,Directed
1477539852,2912107471,Directed
1092009135598637056,235261861,Directed
35874536,2397601188,Directed
4911325852,2875682379,Directed
24538816,169974815,Directed
1035422540166967296,487119609,Directed
2830187256,2365729350,Directed
20531221,314301334,Directed
830130240793899008,2920033789,Directed
1011817655957893120,161366031,Directed
1011817655957893120,837329373325848576,Directed
1075011651366199296,1431013098,Directed
3165455166,503776268,Directed
257421224,25213966,Directed
1011817655957893120,4338452835,Directed
1516768171,2640938963,Directed
1089680935,1327266882,Directed
894160058539552768,501890850,Directed
127774379,169974815,Directed
2256162268,2768557727,Directed
1011817655957893120,898142425,Directed
2920033789,2768557727,Directed
756773281,1175299088,Directed
1426690610,169974815,Directed
805787760258908160,61005910,Directed
1011817655957893120,2840786109,Directed
1011817655957893120,944231,Directed
701133569406726144,207166307,Directed
2223779250,20443035,Directed
24538816,844152803991994368,Directed
20730617,48707597,Directed
1265287416,46245868,Directed
1011817655957893120,2773444862,Directed
1035422540166967296,48707597,Directed
294851207,91195150,Directed
1011817655957893120,1138822334423412736,Directed
1011817655957893120,2445765961,Directed
1144146043820486656,2330223926,Directed
1011817655957893120,126615639,Directed
925683142312235008,2369530147,Directed
525529406,1205152848,Directed
3837896189,273781698,Directed
222783442,3867945679,Directed
1213156521216884736,71684691,Directed
47332433,827984604,Directed
3004183002,1241814552,Directed
1544562601,2724597409,Directed
1011817655957893120,82271858,Directed
1018459979047624704,4263007693,Directed
922770301829681152,106837463,Directed
1134668128489656320,1260514195,Directed
890844439442325504,18068926,Directed
1524366572,1134925528740159488,Directed
846721285,974140999118319616,Directed
1075011651366199296,235261861,Directed
165457545,292126198,Directed
47239788,1823987821,Directed
1127829883013361664,3065972386,Directed
710123736175783936,827801822,Directed
257757365,40270600,Directed
1011817655957893120,1066187123303358464,Directed
2975531757,992420980374016000,Directed
1132890775891505152,2344530218,Directed
1075011651366199296,2427666512,Directed
1477539852,2445765961,Directed
1011817655957893120,14505838,Directed
824070649073188864,4263007693,Directed
1011817655957893120,789188450318639104,Directed
805787760258908160,1327266882,Directed
27970238,2344530218,Directed
1066962987276103680,1068951084,Directed
1075011651366199296,543981616,Directed
1700447018,611597719,Directed
75350463,128042269,Directed
2920033789,2920033789,Directed
22647853,2544177302,Directed
737142202481016832,2369530147,Directed
1011817655957893120,101248199,Directed
1011817655957893120,1183885034220150784,Directed
35418170,15367467,Directed
60612671,3065972386,Directed
1191833836000292864,15754281,Directed
2788341922,2445765961,Directed
744776302591303680,71684691,Directed
267113991,534563976,Directed
59773247,59773247,Directed
3423038427,2499047479,Directed
3651992175,827801822,Directed
2895746039,974140999118319616,Directed
1075011651366199296,254147480,Directed
3357277319,2920033789,Directed
543981616,352684272,Directed
1431013098,17790352,Directed
1011817655957893120,2385131,Directed
24538816,25213966,Directed
2476114508,2476114508,Directed
1094617956632403968,827801822,Directed
983470194982088704,548687105,Directed
111366242,2768557727,Directed
1136370591517290496,2768557727,Directed
571076839,14465315,Directed
80253571,4263007693,Directed
1011817655957893120,371974097,Directed
1011817655957893120,34677653,Directed
1011817655957893120,14344194,Directed
390062767,503776268,Directed
3651992175,3062012287,Directed
2365729350,295940181,Directed
179262670,4338452835,Directed
796122110292819968,226310002,Directed
3357277319,3867945679,Directed
971620109197312000,57903417,Directed
1011817655957893120,247507363,Directed
2933447393,2768557727,Directed
4514361,13074042,Directed
1011817655957893120,12514782,Directed
1140765066,340394880,Directed
1064108650271309824,1183885034220150784,Directed
912761895685419008,503776268,Directed
2782594274,962027418188898304,Directed
1011817655957893120,2365729350,Directed
2469549048,503776268,Directed
1011817655957893120,870078805381132288,Directed
1011817655957893120,2913998913,Directed
1112684340922798080,2640938963,Directed
1041367248139702272,1260514195,Directed
1075011651366199296,47332433,Directed
162285784,50186014,Directed
1064108650271309824,267113991,Directed
148439712,3062012287,Directed
3386602930,63219442,Directed
1011817655957893120,976418851452870656,Directed
963205257374220288,1132243872,Directed
742584653731794944,1241814552,Directed
984892305021730816,3867945679,Directed
897337942498172928,1132243872,Directed
812555214024740864,20562637,Directed
1011817655957893120,827996690397462528,Directed
1386338574,15639696,Directed
3230388598,235261861,Directed
1426690610,844152803991994368,Directed
75350463,273781698,Directed
129218500,1175299088,Directed
115311127,71684691,Directed
1011817655957893120,1068951084,Directed
226088003,34677653,Directed
222783442,1014914504314925056,Directed
3240601754,1014914504314925056,Directed
3346433337,2768557727,Directed
1011817655957893120,156174036,Directed
1011817655957893120,750892662224453632,Directed
1075011651366199296,17369964,Directed
1011817655957893120,822474323436929024,Directed
921269952,2499047479,Directed
4746728178,974140999118319616,Directed
1011817655957893120,308613286,Directed
53833682,974140999118319616,Directed
737142202481016832,1185419235968700416,Directed
1923903962,2445765961,Directed
1035422540166967296,2369530147,Directed
1011817655957893120,162285784,Directed
701090024968749056,207166307,Directed
824070649073188864,71684691,Directed
22343647,128042269,Directed
710123736175783936,1185419235968700416,Directed
846721285,207166307,Directed
59773247,1823987821,Directed
17473349,91424098,Directed
2745567077,1134925528740159488,Directed
710766734278578176,4263007693,Directed
222783442,71684691,Directed
1011817655957893120,295344317,Directed
2361771812,144592995,Directed
963205257374220288,503776268,Directed
1011817655957893120,17369964,Directed
1011817655957893120,65339733,Directed
2173874229,2344530218,Directed
250305664,301687349,Directed
1191788626759294976,46721140,Directed
87581736,992420980374016000,Directed
1134668128489656320,4263007693,Directed
842956176958476288,487119609,Directed
737142202481016832,827801822,Directed
1011817655957893120,899690604,Directed
710123736175783936,2768557727,Directed
2976656661,974140999118319616,Directed
102377858,273781698,Directed
2256162268,3062012287,Directed
1068913287423766528,2476114508,Directed
1196724243037409280,34677653,Directed
31357550,15844782,Directed
1011817655957893120,1117333567,Directed
3867945679,1651295323,Directed
1097552545411678208,235261861,Directed
1011817655957893120,16047639,Directed
446377914,2445765961,Directed
3075778559,844152803991994368,Directed
15969459,55667378,Directed
756773281,15821353,Directed
1087423447238668288,1134925528740159488,Directed
2958560992,19448058,Directed
837329373325848576,8172972,Directed
409318137,400409011,Directed
2440610314,2435407770,Directed
3171234712,974140999118319616,Directed
1011817655957893120,72026519,Directed
812555214024740864,2768557727,Directed
51713026,2974948330,Directed
1241814552,235261861,Directed
148942360,30290980,Directed
150693327,3230388598,Directed
893189150190346240,2768557727,Directed
165457545,108660744,Directed
1011817655957893120,1014914504314925056,Directed
111366242,2369530147,Directed
3158451439,2920033789,Directed
1075011651366199296,156174036,Directed
919744697551253504,1183885034220150784,Directed
1070035793312387072,3030511365,Directed
1130449033,3909197654,Directed
433559451,326077427,Directed
1011817655957893120,3017241909,Directed
296634911,1241814552,Directed
1075011651366199296,190179815,Directed
49683966,714985283490451456,Directed
1958816220,3065972386,Directed
1011817655957893120,2435967874,Directed
326077427,3190738517,Directed
428345347,4338452835,Directed
2278069864,1327266882,Directed
1130449033,610659001,Directed
1559146597,235261861,Directed
1172357958048632832,948551747416375296,Directed
423847851,423847851,Directed
1241814552,1070035793312387072,Directed
3867945679,2414609995,Directed
4263007693,1260514195,Directed
377439160,235261861,Directed
873355517195730944,958860744157573120,Directed
1183885034220150784,20167623,Directed
3433899562,870078805381132288,Directed
1011817655957893120,23247501,Directed
3867945679,71684691,Directed
794243283442692096,2344530218,Directed
1075011651366199296,1049558567252979712,Directed
2305295138,503776268,Directed
595286659,960947423320326144,Directed
292352077,254147480,Directed
1064108650271309824,17778401,Directed
385573872,57903417,Directed
1211618710496014336,1014914504314925056,Directed
4172817117,235261861,Directed
2596714112,1075011651366199296,Directed
713888008,207166307,Directed
1067369677,1823987821,Directed
3307397045,3867945679,Directed
3293687620,974140999118319616,Directed
3046338747,844152803991994368,Directed
1000051374346985472,156174036,Directed
1011817655957893120,254147480,Directed
1011817655957893120,1134823421500637184,Directed
2587693555,226310002,Directed
241445758,2768557727,Directed
1011817655957893120,860662986268127232,Directed
179235678,207166307,Directed
971620109197312000,4908885163,Directed
142171297,2912107471,Directed
543855469,226310002,Directed
172407756,1132243872,Directed
543981616,2303856248,Directed
2920033789,3065972386,Directed
597868047,235261861,Directed
152352020,712806005118214144,Directed
3230388598,2241662364,Directed
828330692564103168,4263007693,Directed
1583435396,2768557727,Directed
1190962459374489600,48707597,Directed
144104581,2435407770,Directed
789800603828363264,974140999118319616,Directed
743197905331314688,48707597,Directed
1198209121394319360,2344530218,Directed
1011817655957893120,71684691,Directed
1386338574,177547780,Directed
3016051375,235261861,Directed
1011817655957893120,719865592258379776,Directed
10062312,5685812,Directed
1136353565386059776,3062012287,Directed
141009810,166348278,Directed
1011817655957893120,35865630,Directed
737142202481016832,1386338574,Directed
1075011651366199296,115494880,Directed
1011817655957893120,2835660901,Directed
4746728178,4338452835,Directed
857296650561138688,235261861,Directed
985425300292022272,108899342,Directed
3046338747,169974815,Directed
1011817655957893120,407200271,Directed
1011817655957893120,2788341922,Directed
2256162268,3065972386,Directed
1075011651366199296,844327366239379456,Directed
3167778757,709810556543238144,Directed
1011817655957893120,1237502864,Directed
1075011651366199296,1176519156,Directed
709564705304498176,3065972386,Directed
1203799836606242816,128372940,Directed
773510163709984768,57903417,Directed
496593755,108920155,Directed
6006592,235261861,Directed
64764949,423847851,Directed
2499047479,1212465001,Directed
4686586766,714985283490451456,Directed
264133254,503776268,Directed
1186957082,84618490,Directed
2905206987,1241814552,Directed
1011817655957893120,1898418108,Directed
1265287416,13074042,Directed
220099608,543981616,Directed
433559451,3190738517,Directed
955709459065659392,2920033789,Directed
1011817655957893120,1148456420918157312,Directed
3150544995,2533535324,Directed
2440258777,235261861,Directed
984892305021730816,827801822,Directed
971620109197312000,2344530218,Directed
1559146597,2499047479,Directed
1011817655957893120,177547780,Directed
3307397045,2369530147,Directed
1066962987276103680,2369530147,Directed
919744697551253504,627909509,Directed
13998882,1205152848,Directed
266762558,2446432153,Directed
3292818645,2344530218,Directed
1011817655957893120,885953601067208704,Directed
1011817655957893120,4759319375,Directed
1075011651366199296,1011817655957893120,Directed
3065738848,482314645,Directed
329000533,128042269,Directed
3298237454,611597719,Directed
971620109197312000,226310002,Directed
854620392,13074042,Directed
478311685,1205152848,Directed
4104255916,6245822,Directed
1011817655957893120,68583134,Directed
15773103,169974815,Directed
4213994177,176926525,Directed
296634911,43186378,Directed
1131854274223366144,1014914504314925056,Directed
719865592258379776,84618490,Directed
27483951,115494880,Directed
1011817655957893120,948551747416375296,Directed
997138255719161856,273781698,Directed
3402547923,1132243872,Directed
951706395983855616,2344530218,Directed
885513434569355264,2476114508,Directed
1206197630394490880,15754281,Directed
130761590,1068951084,Directed
241445758,2369530147,Directed
498631199,960947423320326144,Directed
3046338747,13074042,Directed
567537377,13074042,Directed
241445758,3065972386,Directed
1011817655957893120,788898706586275840,Directed
717312300529618944,69133574,Directed
1011817655957893120,1089685646988402688,Directed
115311127,3065972386,Directed
740558578709209088,69133574,Directed
1016712164990767104,2344530218,Directed
224692693,894518852,Directed
2365729350,128042269,Directed
1035486425351954432,611597719,Directed
744776302591303680,827801822,Directed
1888937989,197662233,Directed
15696647,4263007693,Directed
1011817655957893120,1004365578642083840,Directed
830130240793899008,71684691,Directed
1011817655957893120,894518852,Directed
543855469,207166307,Directed
1011817655957893120,273781698,Directed
964387064757215232,108979413,Directed
3867945679,191383270,Directed
983470194982088704,342250615,Directed
2194500482,1210467666571546624,Directed
737142202481016832,191777364,Directed
1011817655957893120,206945427,Directed
199246924,4263007693,Directed
1011817655957893120,2435407770,Directed
314998449,3347998991,Directed
17270684,2912107471,Directed
796066121518645248,226310002,Directed
823520005706883072,1260514195,Directed
3026932738,125499050,Directed
116621683,1132243872,Directed
193712217,340394880,Directed
400694446,1021492252135383040,Directed
955709459065659392,48707597,Directed
2195325225,295344317,Directed
701090024968749056,4338452835,Directed
273781698,330749926,Directed
1075011651366199296,4338452835,Directed
273781698,1098742782,Directed
1042518909222617088,46245868,Directed
836526073340801024,1823987821,Directed
931068577,10671602,Directed
310759300,2499047479,Directed
569962002,25213966,Directed
709564705304498176,487119609,Directed
4633772304,2768557727,Directed
709564705304498176,3062012287,Directed
16534741,84618490,Directed
2414609995,1014914504314925056,Directed
796066121518645248,4338452835,Directed
1011817655957893120,381056045,Directed
741517452,14505838,Directed
2458153957,1205899746,Directed
1630177776,1554287316,Directed
2831401824,235261861,Directed
415863443,960947423320326144,Directed
706793413853757440,923513734831755264,Directed
190748518,268542621,Directed
709564705304498176,71684691,Directed
904618028087816192,487119609,Directed
1011817655957893120,1611951505,Directed
836526073340801024,59773247,Directed
1011817655957893120,3867945679,Directed
1011817655957893120,30290980,Directed
1204128767251230720,534563976,Directed
629399145,34677653,Directed
1038551897634787328,68340540,Directed
408513513,245217900,Directed
955039188264603648,48707597,Directed
1142647483421667328,2445765961,Directed
3320523836,705253482,Directed
752982253576318976,2152668890,Directed
1136353565386059776,3065972386,Directed
2714351574,400409011,Directed
49695027,1324960710,Directed
57903417,974140999118319616,Directed
930871517860319232,2369530147,Directed
735160308,1175299088,Directed
1011817655957893120,2958560992,Directed
91195150,1175299088,Directed
1174614907888816128,2476114508,Directed
47332433,779174385814867968,Directed
1190726565073522688,44695301,Directed
14883641,35950442,Directed
2326716338,82511170,Directed
1004225337163747328,1269972008,Directed
875924594468802560,345609141,Directed
1195694639615004672,235261861,Directed
1131854274223366144,48707597,Directed
1011817655957893120,2303856248,Directed
103516223,13074042,Directed
99989439,400409011,Directed
868665666,84618490,Directed
1172357958048632832,1172357958048632832,Directed
246027111,1132243872,Directed
1241814552,128042269,Directed
894664543632105472,1241814552,Directed
1014914504314925056,3062012287,Directed
190197157,25213966,Directed
875924594468802560,19166519,Directed
1566929401,3092381638,Directed
3837896189,128042269,Directed
2365729350,1000051374346985472,Directed
1011817655957893120,19766557,Directed
1011817655957893120,2933519596,Directed
1186957082,1207703582784577536,Directed
3260549083,960947423320326144,Directed
2259569294,487119609,Directed
53833682,2344530218,Directed
862960293474906112,3945171016,Directed
2445765961,2912107471,Directed
408513513,40270600,Directed
1270312236,49427323,Directed
1190726565073522688,15367467,Directed
1075011651366199296,1241814552,Directed
710123736175783936,71684691,Directed
739773414316118016,252481460,Directed
971620109197312000,1018459979047624704,Directed
1075011651366199296,1571967648,Directed
1111920541,14118591,Directed
3303580157,2242987496,Directed
8647102,235261861,Directed
1196473350320775168,534563976,Directed
796066121518645248,2476114508,Directed
1011817655957893120,1176519156,Directed
737142202481016832,772330691942084608,Directed
22753886,862314906544218112,Directed
1011817655957893120,3062012287,Directed
235698448,1205152848,Directed
127678002,1241814552,Directed
1011817655957893120,2499047479,Directed
1943363076,3867945679,Directed
1426690610,1212465001,Directed
2339161019,974140999118319616,Directed
24228154,960947423320326144,Directed
3140904045,342250615,Directed
1212465001,2499047479,Directed
1011817655957893120,89378676,Directed
1035422540166967296,4263007693,Directed
2202340974,226310002,Directed
1011817655957893120,1320130406,Directed
1011817655957893120,13074042,Directed
3028524397,2640938963,Directed
1043649713889845248,374659701,Directed
1011817655957893120,314301334,Directed
55594732,1089685646988402688,Directed
211316225,1014914504314925056,Directed
385026115,61005910,Directed
1011817655957893120,1203079969108365312,Directed
1211618710496014336,487119609,Directed
706228630708482048,4338452835,Directed
2282270222,525529406,Directed
1075011651366199296,844152803991994368,Directed
1011817655957893120,2875682379,Directed
4241359336,25213966,Directed
1189045570553483264,2920033789,Directed
3423038427,1212465001,Directed
52306752,844152803991994368,Directed
1079097612542849024,90362888,Directed
1011817655957893120,20167623,Directed
128042269,273781698,Directed
1189045570553483264,2768557727,Directed
321303034,2912107471,Directed
1210467666571546624,115192654,Directed
1189045570553483264,1014914504314925056,Directed
737142202481016832,1260514195,Directed
1011817655957893120,1058327346619371520,Directed
1011817655957893120,881869792105422848,Directed
1099207965272350720,894518852,Directed
773228916777611264,4338452835,Directed
920021913908387840,525529406,Directed
789188450318639104,709810556543238144,Directed
978091613036560384,3065972386,Directed
2587693555,48707597,Directed
1011817655957893120,70688754,Directed
567537377,548687105,Directed
2227694947,235261861,Directed
339948520,898142425,Directed
784790210349502464,1132243872,Directed
129026706,285783267,Directed
1109448703658459136,2840786109,Directed
971620109197312000,1190726565073522688,Directed
314845003,36203015,Directed
2933447393,3065972386,Directed
334553913,2499047479,Directed
706163703356497920,923513734831755264,Directed
1431013098,39530187,Directed
1170088808366432256,169974815,Directed
2587693555,974140999118319616,Directed
1011817655957893120,983470194982088704,Directed
3201416049,374659701,Directed
1011817655957893120,744328644,Directed
1011817655957893120,67293805,Directed
3867945679,262258254,Directed
382732734,1189324654495838208,Directed
874456737889361920,308613286,Directed
739773414316118016,2640938963,Directed
2414609995,2768557727,Directed
1011817655957893120,1140228509509586944,Directed
938927643352752128,235261861,Directed
1011817655957893120,890677933,Directed
822474323436929024,65339733,Directed
1075011651366199296,1270025862,Directed
130761590,750554018,Directed
1011817655957893120,19612436,Directed
917754956182020096,15754281,Directed
35794978,13074042,Directed
446323333,2344530218,Directed
4707372193,1067369677,Directed
930871517860319232,71684691,Directed
767675409336897536,3320318445,Directed
796122110292819968,48707597,Directed
958103721984086016,3030511365,Directed
543981616,551600672,Directed
1148456420918157312,13074042,Directed
1284058508,2446432153,Directed
3402547923,308613286,Directed
1011817655957893120,760870811494297600,Directed
1035422540166967296,3062012287,Directed
4746728178,2344530218,Directed
5687992,14351134,Directed
1011817655957893120,958860744157573120,Directed
317271050,1075011651366199296,Directed
4911325852,17774791,Directed
20163265,17416571,Directed
202432028,992420980374016000,Directed
1011817655957893120,737399328105435136,Directed
626357965,894518852,Directed
1193623832713682944,1823987821,Directed
2737153135,161366031,Directed
129026706,22037917,Directed
2704581690,885513434569355264,Directed
51798900,68340540,Directed
710800359120183296,894518852,Directed
877249735320621056,3422200198,Directed
91195150,294851207,Directed
1011817655957893120,71612014,Directed
828330692564103168,2920033789,Directed
876477138685239296,789188450318639104,Directed
1075011651366199296,1270312236,Directed
1958816220,2369530147,Directed
1011817655957893120,1007347536716234752,Directed
702579704042233856,166348278,Directed
1158952764052918272,36155311,Directed
156959224,5685812,Directed
1011817655957893120,2906036650,Directed
1014914504314925056,1014914504314925056,Directed
919744697551253504,788898706586275840,Directed
978091613036560384,2920033789,Directed
1011817655957893120,1127320376651014144,Directed
1011817655957893120,3365325257,Directed
890844439442325504,15754281,Directed
1011817655957893120,39010299,Directed
280247323,169974815,Directed
2331871578,130106305,Directed
3346433337,2369530147,Directed
1011817655957893120,897457670,Directed
3346433337,2920033789,Directed
2435407770,2440610314,Directed
14351134,5685812,Directed
1011817655957893120,2254561,Directed
2840658614,41435950,Directed
428345347,207166307,Directed
1365606414,15821353,Directed
141009810,842679437263028224,Directed
32264463,47332433,Directed
737399328105435136,46245868,Directed
744776302591303680,487119609,Directed
3197518417,71684691,Directed
1011817655957893120,779174385814867968,Directed
1075011651366199296,13074042,Directed
875924594468802560,16741059,Directed
445576043,400409011,Directed
296624994,14351134,Directed
918107416704765952,997095129256116224,Directed
812555214024740864,3065972386,Directed
890677933,1400489058,Directed
41435950,235261861,Directed
1204128767251230720,827801822,Directed
2679267636,14591071,Directed
95190196,34677653,Directed
1011817655957893120,295844886,Directed
2800130574,273781698,Directed
1011817655957893120,203682861,Directed
1098681399291330560,2445765961,Directed
317271050,67293805,Directed
729850502951804928,2344530218,Directed
1011817655957893120,1554287316,Directed
179502768,2912107471,Directed
857296650561138688,13074042,Directed
974140999118319616,7998822,Directed
801484971311595520,2476114508,Directed
543981616,10915042,Directed
345609141,16741059,Directed
368551889,862314906544218112,Directed
3867945679,2218697421,Directed
1269440827,712578432656359424,Directed
1075011651366199296,1210676077468823552,Directed
1011817655957893120,55661900,Directed
791719318320979968,960947423320326144,Directed
987034922933276672,69133574,Directed
1075011651366199296,79491826,Directed
758273142489952256,2330223926,Directed
296634911,974707679791927296,Directed
26512941,2445765961,Directed
3171234712,4338452835,Directed
3293687620,4338452835,Directed
1204128767251230720,2768557727,Directed
51798900,345609141,Directed
1152052858721918976,1014914504314925056,Directed
2458153957,338249981,Directed
1097258235680227328,2476114508,Directed
1010151737418608640,16741059,Directed
904618028087816192,3065972386,Directed
4514361,235261861,Directed
18129188,772810470,Directed
22647853,1324960710,Directed
478311685,14505838,Directed
2279320206,3867945679,Directed
958257292943572992,3062012287,Directed
1148456420918157312,844152803991994368,Directed
334553913,1212465001,Directed
1174982905728249856,2920033789,Directed
1011817655957893120,25213966,Directed
971620109197312000,207166307,Directed
543981616,3230388598,Directed
418025484,188839854,Directed
1136353565386059776,487119609,Directed
389021740,5654932,Directed
743197905331314688,2476114508,Directed
257421224,844152803991994368,Directed
381225155,380565199,Directed
713888008,2344530218,Directed
1004225337163747328,885513434569355264,Directed
14328698,722471022704922624,Directed
66804129,943994571519877120,Directed
828330692564103168,1014914504314925056,Directed
57650052,3579405317,Directed
